"status","label","ngram forms",,
"w","photonic adc","photonic adc",,
"w","photonic analog digital converters","photonic analog digital converters",,
"w","photonic band gap","photonic band gap",,
"w","photonic cavities","photonic cavities",,
"w","photonic circuits","photonic circuits",,
"w","photonic components","photonic components",,
"w","photonic crystal","photonic crystal",,
"w","photonic crystal cavities","photonic crystal cavities",,
"w","photonic crystal fibre","photonic crystal fibre",,
"w","photonic crystal slabs","photonic crystal slabs",,
"w","photonic crystal technology","photonic crystal technology",,
"w","photonic crystals","photonic crystals",,
"w","photonic devices","photonic devices",,
"w","photonic integrated circuits","photonic integrated circuits",,
"w","photonic integrated nanocircuits","photonic integrated nanocircuits",,
"w","photonic integration","photonic integration",,
"w","photonic materials","photonic materials",,
"w","photonic resonators","photonic resonators",,
"w","photonic sensors","photonic sensors",,
"w","photonic signal processing","photonic signal processing",,
"w","photonic technologies","photonic technologies",,
"w","photonics","photonics *** photonic",,
"w","photons","photons",,
"w","photophysical properties","photophysical properties",,
"w","photorealistic animation of natural phenomena","photorealistic animation of natural phenomena",,
"w","photosynthetic enzyme","photosynthetic enzyme",,
"w","photosynthetic reaction centers","photosynthetic reaction centers",,
"w","photovoltaics"," photovoltaic *** photovoltaics",,
"w","phy cooperation techniques","phy cooperation techniques",,
"w","phylogenetic trees","phylogenetic trees",,
"w","physical actions","physical actions",,
"w","physical activity","physical activity",,
"w","physical augmentation","physical augmentation",,
"w","physical cognition","physical cognition",,
"w","physical interaction","physical interaction",,
"w","physical layer","physical layer",,
"w","physical models"," physical model *** physical models",,
"w","physical unclonable functions","physical unclonable functions",,
"w","physical-virtual confluence","physical-virtual confluence",,
"w","physically based modeling","physically based modeling",,
"w","physically-inspired theory of information","physically-inspired theory of information",,
"w","physics","physics",,
"w","physics of semiconductors","physics of semiconductors",,
"w","physiological data","physiological data",,
"w","physiological feedback","physiological feedback",,
"w","physiological monitoring","physiological monitoring",,
"w","physiological signals","physiological signals",,
"w","physiology","physiology",,
"w","physiome","physiome",,
"w","piezoelectric","piezoelectric",,
"w","piezoelectric and electromagnetic mems transducers","piezoelectric and electromagnetic mems transducers",,
"w","piezoelectricity","piezoelectricity",,
"w","plagiarism analysis","plagiarism analysis",,
"w","plants","plants",,
"w","plasma","plasma",,
"w","plasma enhanced cvd","plasma enhanced cvd",,
"w","plasma physics","plasma physics",,
"w","plasmon","plasmon",,
"w","plasmonics","plasmonics",,
"w","platelet concentrate","platelet concentrate",,
,"platform","platform",,
"w","platform services","platform services",,
"w","play theory","play theory",,
"w","player experience modeling","player experience modeling",,
"w","plm","plm",,
"w","polar solvent films","polar solvent films",,
"w","polarised electroluminescence","polarised electroluminescence",,
"w","polariton","polariton",,
"w","polariton laser","polariton laser",,
"w","polaritons","polaritons",,
"w","polarization mode","polarization mode",,
"w","polarization mode dispersion","polarization mode dispersion",,
"w","policy","policy",,
"w","policy making","policy making",,
"w","political citizenship","political citizenship",,
"w","political participation","political participation",,
"w","pollution","pollution *** pollutant  *** pollutants",,
"w","pollution source detection","pollution source detection",,
"w","polymer","polymer",,
"w","polymer optics","polymer optics",,
"w","population coding","population coding",,
"w","population genetics","population genetics",,
"w","portable system","portable system",,
"w","positive youth development","positive youth development",,
"w","post-quantum cryptography","post-quantum cryptography",,
"w","power consumption","power consumption",,
"w","power density","power density",,
"w","power efficiency","power efficiency",,
"w","power electronics","power electronics",,
"w","power energy","power energy",,
"w","power harvesting","power harvesting",,
"w","power-aware systems","power-aware systems",,
"w","pragmatic &","pragmatic &",,
"w","pragmatic web","pragmatic web",,
"w","pre-clinical studies","pre-clinical studies",,
"w","prediction","prediction *** predictability",,
"w","prediction models","prediction models",,
"w","predictive modeling of sound sources","predictive modeling of sound sources",,
"w","predictive non equilibrium many body simulations","predictive non equilibrium many body simulations",,
"w","non-equilibrium regimes","non-equilibrium regimes *** non-equilibrium regime",,
"w","preference handling","preference handling",,
"w","prefrontal cortex","prefrontal cortex",,
"w","presence awareness","presence awareness",,
"w","preservation","preservation",,
"w","preservation of quantum states","preservation of quantum states",,
"w","pressure mat","pressure mat",,
"w","printed electronic rfid carbon nanotubes","printed electronic rfid carbon nanotubes",,
"w","printed electronics","printed electronics",,
"w","privacy","privacy",,
"w","privacy management","privacy management",,
"w","privacy protection","privacy protection",,
"w","privacy protection in remote e-health services","privacy protection in remote e-health services",,
"w","privacy regulations","privacy regulations",,
"w","privacy-friendly","privacy-friendly",,
"w","probabilistic inductive logic programming","probabilistic inductive logic programming",,
"w","probabilistic inference","probabilistic inference",,
"w","probabilistic logic","probabilistic logic",,
"w","probabilistic logical learning","probabilistic logical learning",,
"w","probabilistic network","probabilistic network",,
"w","probabilistic reasoning","probabilistic reasoning",,
"w","probabilistic relational learning","probabilistic relational learning",,
"w","process improvement","process improvement",,
"w","process monitoring","process monitoring",,
"w","process variations","process variations",,
"w","processor testing","processor testing",,
"w","product design","product design",,
"w","product development","product development",,
"w","product security","product security",,
"w","product visualization","product visualization",,
"w","product-modelling ","product-modelling",,
"w","program certification","program certification",,
"w","program extraction","program extraction",,
"w","program logic","program logic",,
"w","program transformation","program transformation",,
"w","programmable gate array","programmable gate array",,
"w","programmable optical logic","programmable optical logic",,
"w","programming and query languages","programming and query languages",,
"w","programming environment","programming environment",,
"w","programming language design","programming language design",,
"w","programming language interoperability","programming language interoperability",,
"w","programming languages","programming languages",,
"w","programming models","programming models",,
"w","proof checking","proof checking",,
"w","propellants","propellants",,
"w","proprioceptive feedback","proprioceptive feedback",,
"w","prosocial","prosocial",,
"w","prosthesis","prosthesis",,
"w","prosthetic socket","prosthetic socket",,
"w","prosumer","prosumer",,
"w","protein mono-layers","protein mono-layers",,
"w","proteins","proteins *** protein",,
"w","proteomics","proteomics",,
"w","protocol stability","protocol stability",,
"w","protocol stacks and composition","protocol stacks and composition",,
"w","protocollo occupazionale poo","protocollo occupazionale poo",,
"w","prototropy","prototropy",,
"w","prototyping","prototyping",,
"w","provable security","provable security",,
"w","proving unsatisfiability","proving unsatisfiability",,
"w","pseudorandom","pseudorandom",,
"w","pshychiatric diseases","pshychiatric diseases",,
"w","psycho-geriatrics","psycho-geriatrics",,
"w","psycholinguistics","psycholinguistics",,
"w","psychological evaluation in immersive environments","psychological evaluation in immersive environments",,
"w","psychological web user behavior study","psychological web user behavior study",,
"w","psychology"," psychological theory *** psychology",,
"w","psychophysics","psychophysics",,
"w","psychophysiology","psychophysiology",,
"w","ptsd","ptsd",,
"w","public display systems","public display systems",,
"w","public key cryptography","public key cryptography",,
"w","public service announcements","public service announcements",,
"w","public services","public services",,
"w","public spaces","public spaces",,
"w","public-key cryptosystems public key","public-key cryptosystems public key",,
"w","pulse engineering","pulse engineering",,
"w","pulsed lasers","pulsed lasers",,
"w","pumping","pumping",,
"w","purification","purification",,
"w","pursuit evasion games","pursuit evasion games",,
